Date,Open,High,Low,Close,DS,ADX 14 14,ADXR 10,Wilder's RSI 14,Stochastics 12 %K 3,%D 5
4/4/14 12:00:00 AM -07:00,55.85,57.76,55.73,56.8,-46.4,16.13199,16,63.26632,84.2168,87.73843
4/11/14 12:00:00 AM -07:00,56.8,57.97,55.47,55.64,55.03355705,16.86331,16,56.34863,80.35284,85.54526
4/17/14 12:00:00 AM -07:00,56.09,57.15,55.66,56.91,-30,17.54238,16,61.3335,80.35925,83.43683
4/25/14 12:00:00 AM -07:00,56.99,57.13,56.03,56.66,-54.05405405,18.17295,16,59.88377,78.91429,81.74303
5/2/14 12:00:00 AM -07:00,57,57.39,55.91,56.2,73.85620915,18.94319,16,57.20448,79.29916,80.62846
5/9/14 12:00:00 AM -07:00,56.11,57.24,55.71,57.24,27.18446602,19.398,17,61.40849,78.35599,79.45631
5/16/14 12:00:00 AM -07:00,57.3,57.84,56.81,57.58,65.07936508,20.26682,17,62.69859,80.50815,79.48737
5/23/14 12:00:00 AM -07:00,57.33,58.43,57.17,58.15,89.3081761,21.47158,18,64.82175,88.21355,81.05823
5/30/14 12:00:00 AM -07:00,58.04,59.56,57.97,59.46,32.27848101,23.23592,19,69.1656,93.18121,83.91161
6/6/14 12:00:00 AM -07:00,59.21,59.88,58.3,59.72,-52.94117647,25.03574,20,69.9585,95.80421,87.21262
6/13/14 12:00:00 AM -07:00,60,60.52,58.65,59.01,86.38743455,27.01261,22,65.04006,88.98213,89.33785
6/20/14 12:00:00 AM -07:00,58.85,60.6,58.69,60.5,-36.18421053,28.88557,23,69.83327,89.06339,91.0489
6/27/14 12:00:00 AM -07:00,60.21,60.35,58.83,59.66,66.15384615,30.62476,24,64.46703,84.05745,90.21767
7/3/14 12:00:00 AM -07:00,59.77,60.72,59.42,60.63,-30.81081081,32.42656,25,67.56644,92.6495,90.11134
7/11/14 12:00:00 AM -07:00,60.36,61.1,59.25,59.79,-23.7037037,34.28338,27,62.4836,85.19785,87.99007
7/18/14 12:00:00 AM -07:00,60.11,60.48,59.13,59.79,-75.25773196,35.78773,28,57.80092,83.2043,86.8345
7/25/14 12:00:00 AM -07:00,59.76,60,58.06,58.3,-71.42857143,35.44003,28,50.56242,66.48117,82.31805
8/1/14 12:00:00 AM -07:00,58.47,58.58,53.33,54.72,46.44808743,34.70319,28,38.18808,47.21235,74.94904
8/8/14 12:00:00 AM -07:00,54.7,55.69,53.86,55.55,55.49132948,34.01897,29,41.74756,31.50423,62.71998
8/15/14 12:00:00 AM -07:00,55.79,57.41,55.68,56.75,41.09589041,32.01686,29,46.54078,30.15872,51.71215
8/22/14 12:00:00 AM -07:00,56.92,57.61,56.88,57.22,84.47204969,30.0155,29,48.33395,40.88374,43.24804
8/29/14 12:00:00 AM -07:00,57.54,58.92,57.31,58.9,17.56756757,28.45533,29,54.24218,55.25527,41.00286
9/5/14 12:00:00 AM -07:00,58.69,59,58.26,58.82,-66.4,27.0567,29,53.92594,64.13557,44.3875
9/12/14 12:00:00 AM -07:00,58.55,58.72,57.47,57.72,-64.24242424,25.17376,29,49.64044,66.28058,51.34278
9/19/14 12:00:00 AM -07:00,57.97,58.53,56.88,56.91,-45.13274336,23.73578,29,46.69754,57.74346,56.85972
9/26/14 12:00:00 AM -07:00,56.88,56.95,55.82,56.37,20.8,23.07401,29,44.79109,47.23294,58.12957
10/3/14 12:00:00 AM -07:00,56.04,56.8,55.55,56.3,-42.7480916,22.6215,29,44.53726,42.24596,55.52771
10/10/14 12:00:00 AM -07:00,56.43,56.87,55.56,55.87,-30.71428571,22.14004,28,42.92793,39.58139,50.61687
10/17/14 12:00:00 AM -07:00,55.85,56.43,53.63,54.99,95.91836735,22.7692,28,39.76141,36.29876,44.6205
10/24/14 12:00:00 AM -07:00,54.95,56.88,54.92,56.83,-16.66666667,22.95085,27,48.34172,42.31606,41.53502
10/31/14 12:00:00 AM -07:00,56.77,57.66,55.14,56.35,70.3196347,22.45387,26,46.48169,46.50632,41.3897
11/7/14 12:00:00 AM -08:00,56.33,58.46,56.27,57.87,-42.47787611,21.36349,25,52.68953,63.06641,45.55379
11/14/14 12:00:00 AM -08:00,57.9,58.23,57.1,57.42,80.99547511,20.351,24,50.81045,66.72871,50.98325
11/21/14 12:00:00 AM -08:00,57.43,59.64,57.43,59.22,63.92405063,19.41227,22,57.36094,80.84869,59.89323
11/28/14 12:00:00 AM -08:00,59.16,60.24,58.66,60.17,26.92307692,18.92491,21,60.36117,87.50996,68.93201
12/5/14 12:00:00 AM -08:00,60.06,60.28,59.5,60.27,-51.67785235,18.49825,21,60.67485,97.26743,79.08424
12/12/14 12:00:00 AM -08:00,60.01,60.69,59.2,59.24,81.4471243,18.37415,20,55.77876,92.75079,85.02111
12/19/14 12:00:00 AM -08:00,59.12,64.06,58.67,63.51,34.42622951,19.91895,21,67.49061,91.34606,89.94459
12/26/14 12:00:00 AM -08:00,63.51,64.47,63.25,63.93,-60.31746032,21.50465,22,68.37775,89.73566,91.72198
1/2/15 12:00:00 AM -08:00,63.78,64.02,62.13,62.64,47.16981132,22.02232,22,62.71675,90.95442,92.41087
1/9/15 12:00:00 AM -08:00,62.53,64.25,61.6,63.78,52.68542199,22.08237,22,65.43979,90.30379,91.01814
1/16/15 12:00:00 AM -08:00,63.7,66.27,62.36,65.76,30.64516129,23.00901,22,69.59364,90.43692,90.55537
1/23/15 12:00:00 AM -08:00,65.96,67.35,64.87,66.72,-59.74576271,24.25643,22,71.38918,94.16893,91.11994
1/30/15 12:00:00 AM -08:00,66.75,67.45,65.09,65.34,36.12903226,25.44983,22,65.40965,89.78182,91.12917
2/6/15 12:00:00 AM -08:00,65.65,67.74,64.64,66.77,-56.98324022,26.17092,23,68.36646,88.17309,90.57291
2/13/15 12:00:00 AM -08:00,66.46,67.04,63.46,64.42,33.07086614,25.89243,22,59.38297,77.88042,88.08823
2/20/15 12:00:00 AM -08:00,64,64.87,63.6,64.42,-11.01694915,25.63384,22,52.02142,72.47453,84.49576
2/27/15 12:00:00 AM -08:00,64.19,64.47,63.29,64.06,-86.23481781,25.14068,23,50.97882,62.0862,78.07922
3/6/15 12:00:00 AM -08:00,64.15,64.29,61.82,62.02,-16.47058824,23.58976,23,45.4233,53.25249,70.77335
3/13/15 12:00:00 AM -07:00,61.93,62.47,60.77,61.65,-2.463054187,22.32629,22,44.47658,36.32907,60.40454
3/20/15 12:00:00 AM -07:00,61.99,62.31,60.28,61.94,94.6722748,21.44453,22,45.43647,23.93752,49.61596
3/27/15 12:00:00 AM -07:00,62.09,89.84,61.31,89.1,7.142857143,24.88777,24,80.11305,44.12473,43.946
4/2/15 12:00:00 AM -07:00,88.56,91.32,85.86,88.95,30.31358885,28.17228,26,79.81137,70.70444,45.66965
4/10/15 12:00:00 AM -07:00,88.4,90.2,87.33,89.27,-73.22033898,31.22218,28,79.98454,94.41898,53.90295
4/17/15 12:00:00 AM -07:00,88.89,88.95,86,86.73,32.35294118,33.56306,30,74.52081,90.32431,64.702
4/24/15 12:00:00 AM -07:00,86.8,89,86.62,87.57,-80.39215686,35.74092,31,75.12595,88.84235,77.68296
5/1/15 12:00:00 AM -07:00,87.55,87.55,83.98,84.68,55.80645161,36.77115,31,69.04965,83.91324,85.64066
5/8/15 12:00:00 AM -07:00,84.31,86.5,83.4,86.04,-13.14741036,37.51715,31,70.26834,83.17226,88.13422
5/15/15 12:00:00 AM -07:00,85.77,86.64,84.13,85.44,-7.027027027,38.22902,31,68.97791,80.88489,85.42741
5/22/15 12:00:00 AM -07:00,85.13,86.44,84.59,85,-33.33333333,38.89005,31,67.99181,81.22852,83.60825
5/29/15 12:00:00 AM -07:00,84.93,85.5,84.06,84.45,-63.93442623,39.27407,30,66.70805,79.52105,81.74399
6/5/15 12:00:00 AM -07:00,84.54,84.77,82.94,83.37,50,39.14334,32,64.14685,77.29811,80.42097
6/12/15 12:00:00 AM -07:00,83.48,85.29,82.85,84.7,79.89130435,39.12516,34,65.884,76.73194,79.1329
6/19/15 12:00:00 AM -07:00,84.26,87.93,84.25,87.2,0.704225352,39.59776,35,68.93124,67.89542,76.53501
6/25/15 12:00:00 AM -07:00,87.7,89.34,86.5,87.72,#DIV/0!,40.27142,37,69.54067,65.18565,73.32643
