Date,Open,High,Low,Close,DS,RSI 50,ADX 14 14,Stochastics 12 %K 3,,,%D 5,UpDown,,,Commodity Channel Index (CCI) 14,MACD 12 26
5/20/15 4:00:00 PM -07:00,1.11152,1.11348,1.10937,1.11078,-78.57142857,36.13777,42.42965,52.97083,,,44.04356,-0.00074,,,49.32686,-0.002036438
5/20/15 5:00:00 PM -07:00,1.11078,1.11097,1.10915,1.10935,-16.52173913,34.92828,39.87739,47.49427,,,45.38728,-0.00143,,,-53.47689,-0.002005224
5/20/15 6:00:00 PM -07:00,1.10938,1.10987,1.10872,1.10919,41.30434783,34.86646,37.70088,36.78156,,,44.95269,-0.00016,,,-96.46244,-0.001970678
5/20/15 7:00:00 PM -07:00,1.10918,1.10968,1.10876,1.10956,62.3655914,35.11373,35.67984,31.38814,,,43.79758,0.00037,,,-79.05558,-0.001891637
5/20/15 8:00:00 PM -07:00,1.10956,1.11015,1.10922,1.11014,74.76635514,34.81326,33.52591,34.88063,,,40.70308,0.00058,,,-36.27255,-0.001761889
5/20/15 9:00:00 PM -07:00,1.11014,1.11228,1.11014,1.11174,-27.19298246,36.7423,31.8492,46.84272,,,39.47746,0.0016,,,70.38019,-0.001512518
5/20/15 10:00:00 PM -07:00,1.11174,1.11212,1.11098,1.11143,62.5,37.5604,30.29225,55.75371,,,41.12935,-0.00031,,,68.00558,-0.00132463
5/20/15 11:00:00 PM -07:00,1.11142,1.11283,1.11139,1.11232,-16.53543307,38.12511,29.19335,66.16425,,,47.00589,0.00089,,,126.6714,-0.001091341
5/20/15 11:59:00 PM -07:00,1.11233,1.11265,1.11138,1.11212,0,37.30977,28.16623,67.89958,,,54.30818,-0.0002,,,109.2229,-0.000912074
5/21/15 12:00:00 AM -07:00,1.11213,1.11214,1.11212,1.11213,21.42857143,37.19696,27.21247,71.09591,,,61.55124,1.00E-05,,,97.31058,-0.000760431
5/21/15 1:00:00 AM -07:00,1.11213,1.113,1.1116,1.11243,-59.01639344,37.57591,26.78589,71.59833,,,66.50236,0.0003,,,97.64066,-0.00060903
5/21/15 2:00:00 AM -07:00,1.11244,1.11284,1.11162,1.11172,-42.2459893,36.11641,26.38978,69.22765,,,69.19714,-0.00071,,,72.00111,-0.000540109
5/21/15 3:00:00 AM -07:00,1.11171,1.11172,1.10798,1.11013,57.60683761,35.93108,25.32803,60.07857,,,67.98001,-0.00159,,,-71.85844,-0.000606795
5/21/15 4:00:00 AM -07:00,1.11012,1.11594,1.11009,1.11349,50.25510204,46.23276,24.70545,58.35789,,,66.07167,0.00336,,,123.5718,-0.00038409
5/21/15 5:00:00 AM -07:00,1.11348,1.11734,1.11342,1.11545,-65.48672566,46.77922,24.61982,63.95219,,,64.64293,0.00196,,,200.6177,-4.89E-05
5/21/15 6:00:00 AM -07:00,1.11546,1.11624,1.11398,1.11398,58.66983373,45.04794,24.54032,71.0442,,,64.5321,-0.00147,,,142.2232,9.71E-05
5/21/15 7:00:00 AM -07:00,1.11398,1.11815,1.11394,1.11645,-87.17948718,46.1479,25.0986,75.73174,,,65.83292,0.00247,,,175.401,0.000407311
5/21/15 8:00:00 AM -07:00,1.11644,1.11662,1.1135,1.11372,-61.18251928,45.95292,25.35323,67.9427,,,67.40575,-0.00273,,,84.28765,0.000427977
5/21/15 9:00:00 AM -07:00,1.11372,1.11477,1.11088,1.11134,-3.533568905,48.45538,24.19493,57.58783,,,67.25173,-0.00238,,,-25.21004,0.000249433
5/21/15 10:00:00 AM -07:00,1.11134,1.11333,1.1105,1.11124,19.23076923,46.56904,22.93884,40.51169,,,62.56363,-1.00E-04,,,-57.34039,9.87E-05
5/21/15 11:00:00 AM -07:00,1.11127,1.11416,1.11052,1.11197,34.65909091,49.22837,22.11702,34.77549,,,55.30989,0.00073,,,-35.34505,3.78E-05
5/21/15 12:00:00 PM -07:00,1.11198,1.11322,1.11146,1.11259,39.49044586,47.86695,21.35389,38.87222,,,47.93798,0.00062,,,-26.23162,3.90E-05
5/21/15 1:00:00 PM -07:00,1.11258,1.1136,1.11203,1.1132,-62.23404255,48.7086,20.81417,45.29609,,,43.40866,0.00061,,,-3.600918,8.82E-05
5/21/15 2:00:00 PM -07:00,1.1132,1.11383,1.11195,1.11203,56.87203791,48.03415,20.41829,45.49302,,,40.9897,-0.00117,,,-23.34055,3.24E-05
5/21/15 3:00:00 PM -07:00,1.11204,1.11387,1.11176,1.11324,-85.4368932,48.17587,19.92728,43.41065,,,41.56949,0.00121,,,-7.235342,8.49E-05
5/21/15 4:00:00 PM -07:00,1.11324,1.11336,1.1113,1.11148,-49.23076923,47.24955,19.16632,30.57191,,,40.72878,-0.00176,,,-56.24426,-1.54E-05
5/21/15 5:00:00 PM -07:00,1.11149,1.11159,1.11094,1.11117,-22.72727273,46.80247,18.21991,20.21721,,,36.99778,-0.00031,,,-110.8627,-0.000118511
5/21/15 6:00:00 PM -07:00,1.1112,1.11188,1.11012,1.1108,0,46.8337,17.026,10.01258,,,29.94108,-0.00037,,,-110.2281,-0.000227464
5/21/15 7:00:00 PM -07:00,1.11082,1.11109,1.11042,1.11082,20,46.74481,15.91736,9.332147,,,22.7089,2.00E-05,,,-112.1223,-0.000308637
5/21/15 8:00:00 PM -07:00,1.11083,1.11122,1.11072,1.11093,73.7704918,47.19742,14.79564,12.21823,,,16.47042,0.00011,,,-95.08587,-0.000359948
5/21/15 9:00:00 PM -07:00,1.11094,1.11205,1.11083,1.11184,55.28455285,48.71281,14.29934,23.58702,,,15.07344,0.00091,,,-44.56038,-0.000323452
5/21/15 10:00:00 PM -07:00,1.11186,1.11297,1.11174,1.11254,76.06837607,48.77313,14.41507,39.96437,,,19.02287,0.0007,,,50.42073,-0.000235331
5/21/15 11:00:00 PM -07:00,1.11254,1.11363,1.11246,1.11343,69.68085106,49.19152,14.90325,63.58075,,,29.7365,0.00089,,,114.1798,-9.26E-05
5/21/15 11:59:00 PM -07:00,1.11342,1.1148,1.11292,1.11473,-85.71428571,50.69933,15.96375,82.22424,,,44.31492,0.0013,,,167.562,0.000123965
5/22/15 12:00:00 AM -07:00,1.11472,1.11473,1.11466,1.11466,-41.61073826,50.55169,16.94849,94.59361,,,60.79,-7.00E-05,,,165.9666,0.000286651
5/22/15 1:00:00 AM -07:00,1.11466,1.11524,1.11375,1.11404,31.35135135,50.72704,17.04048,90.6924,,,74.21107,-0.00062,,,116.2695,0.000361386
5/22/15 2:00:00 AM -07:00,1.11403,1.11524,1.11339,1.11461,29.87551867,54.01628,16.81825,87.08904,,,83.63601,0.00057,,,103.8501,0.000461287
5/22/15 3:00:00 AM -07:00,1.11462,1.11702,1.11461,1.11534,28.8209607,56.16011,17.61066,79.9698,,,86.91382,0.00073,,,136.76,0.000592536
5/22/15 4:00:00 AM -07:00,1.11534,1.1169,1.11461,1.116,36.82170543,55.34508,18.34647,82.85481,,,87.03993,0.00066,,,118.0419,0.000741268
5/22/15 5:00:00 AM -07:00,1.11599,1.11764,1.11506,1.11694,67.05202312,55.45652,19.40377,83.72484,,,84.86618,0.00094,,,122.0069,0.000924332
5/22/15 6:00:00 AM -07:00,1.11694,1.1196,1.11614,1.11926,-26.92307692,56.67711,21.2051,90.56425,,,84.84055,0.00232,,,158.4806,0.00124229
5/22/15 7:00:00 AM -07:00,1.11926,1.12086,1.11826,1.11856,-67.37160121,58.29477,23.29783,87.84781,,,84.9923,-0.0007,,,163.5319,0.001421405
5/22/15 8:00:00 AM -07:00,1.11856,1.11863,1.11532,1.11633,-75.17921147,54.61644,22.9765,74.52267,,,83.90288,-0.00223,,,67.16446,0.001367653
5/22/15 9:00:00 AM -07:00,1.11634,1.11826,1.1071,1.10795,-64.5994832,44.97326,23.28583,44.52503,,,76.23692,-0.00838,,,-134.0267,0.000641459
5/22/15 10:00:00 AM -07:00,1.10796,1.10796,1.10022,1.10296,-10.8,44.20746,24.91873,23.26059,,,64.14407,-0.00499,,,-290.9379,-0.000332867
5/22/15 11:00:00 AM -07:00,1.10296,1.10366,1.10116,1.10269,28.30188679,43.62527,26.435,10.47317,,,48.12585,-0.00027,,,-216.5608,-0.001113974
5/22/15 12:00:00 PM -07:00,1.1027,1.1038,1.10168,1.1033,20.71428571,46.09165,27.77947,13.38832,,,33.23396,0.00061,,,-148.56,-0.001664597
5/22/15 1:00:00 PM -07:00,1.10331,1.10436,1.10296,1.1036,-68.18181818,44.78042,28.76318,14.42196,,,21.21381,0.0003,,,-107.7903,-0.002053092
5/22/15 2:00:00 PM -07:00,1.10359,1.10426,1.10096,1.10134,-12.68656716,42.76117,30.04975,12.24185,,,14.75718,-0.00226,,,-102.1758,-0.002514353
5/22/15 3:00:00 PM -07:00,1.10134,1.10166,1.10032,1.10117,-30.97345133,41.35899,31.35802,8.801882,,,11.86544,-0.00017,,,-94.33896,-0.002860657
5/22/15 4:00:00 PM -07:00,1.10117,1.10146,1.10033,1.10082,26.31578947,41.63012,32.57285,4.312092,,,10.63322,-0.00035,,,-81.57788,-0.003127298
5/22/15 5:00:00 PM -07:00,1.10084,1.10196,1.10082,1.10114,#DIV/0!,42.96967,33.42158,3.989042,,,8.753366,0.00032,,,-67.72537,-0.003275032
5/24/15 5:00:00 PM -07:00,1.10114,1.10114,1.10114,1.10114,-60.0877193,43.08772,34.20968,3.940719,,,6.657117,0,,,-62.12981,-0.003353456
5/24/15 6:00:00 PM -07:00,1.10044,1.10114,1.09658,1.0977,90.97472924,40.32616,35.80648,4.664835,,,5.141714,-0.00344,,,-83.73432,-0.003651101
5/24/15 7:00:00 PM -07:00,1.0977,1.10047,1.0977,1.10022,-47.63948498,42.1568,37.28923,8.775415,,,5.136421,0.00252,,,-71.95282,-0.003641668
5/24/15 8:00:00 PM -07:00,1.10023,1.10098,1.09865,1.09912,-41.25412541,39.94254,38.35846,14.72949,,,7.219901,-0.0011,,,-75.09447,-0.003680522
5/24/15 9:00:00 PM -07:00,1.09911,1.10016,1.09713,1.09786,7.518796992,39.34669,39.62791,18.52038,,,10.12617,-0.00126,,,-110.4326,-0.003769536
5/24/15 10:00:00 PM -07:00,1.09787,1.09864,1.09731,1.09797,69.29824561,38.5948,40.80669,18.87931,,,13.11389,0.00011,,,-126.9871,-0.003787541
5/24/15 11:00:00 PM -07:00,1.09796,1.09902,1.09788,1.09875,1.923076923,39.4707,41.645,20.73661,,,16.32824,0.00078,,,-85.72706,-0.003696264
5/24/15 11:59:00 PM -07:00,1.09874,1.09946,1.09842,1.09876,0,39.4707,42.11994,24.71444,,,19.51605,1.00E-05,,,-61.44727,-0.003581829
5/25/15 12:00:00 AM -07:00,1.09876,1.0988,1.09875,1.09876,-39.18918919,39.1834,42.56096,32.26595,,,23.02334,0,,,-57.85204,-0.003451353
5/25/15 1:00:00 AM -07:00,1.09876,1.09886,1.09812,1.09847,12.87878788,39.44556,43.13375,34.67858,,,26.25498,-0.00029,,,-65.66208,-0.003332934
5/25/15 2:00:00 AM -07:00,1.09846,1.09906,1.09774,1.09863,83.25581395,40.62598,43.76414,37.91787,,,30.06269,0.00016,,,-59.78726,-0.003189411
5/25/15 3:00:00 AM -07:00,1.09863,1.1007,1.09855,1.10042,-74.81662592,39.06639,43.10302,52.48095,,,36.41156,0.00179,,,42.5606,-0.002897822
5/25/15 4:00:00 AM -07:00,1.10042,1.10079,1.0967,1.09736,-2.247191011,35.14038,43.06186,46.47274,,,40.76322,-0.00306,,,-67.28414,-0.002880447
5/25/15 5:00:00 AM -07:00,1.09735,1.09768,1.0959,1.09731,20,35.97968,43.24504,43.02292,,,42.91461,-5.00E-05,,,-175.111,-0.002838002
5/25/15 6:00:00 AM -07:00,1.09731,1.09858,1.09683,1.09766,-8.333333333,33.61238,42.77705,26.50077,,,41.27905,0.00035,,,-107.6561,-0.002744486
5/25/15 7:00:00 AM -07:00,1.09765,1.09836,1.09716,1.09755,20.51282051,35.22203,42.34248,32.04647,,,40.10477,-0.00011,,,-92.79229,-0.00264871
5/25/15 8:00:00 AM -07:00,1.09754,1.09803,1.09725,1.0977,55.27950311,37.00449,41.93895,35.06483,,,36.62155,0.00015,,,-83.60865,-0.002531524
5/25/15 9:00:00 AM -07:00,1.09769,1.09916,1.09755,1.09858,-89.50617284,38.11485,40.70745,41.78531,,,35.68406,0.00088,,,18.03474,-0.002340662
5/25/15 10:00:00 AM -07:00,1.09858,1.09874,1.09712,1.09713,9.375,36.25416,39.75063,38.92167,,,34.86381,-0.00145,,,-70.86026,-0.002280127
5/25/15 11:00:00 AM -07:00,1.09713,1.09776,1.0968,1.09722,-12.74509804,35.62206,39.00271,35.64928,,,36.69351,9.00E-05,,,-102.9212,-0.002199535
5/25/15 12:00:00 PM -07:00,1.09721,1.09786,1.09684,1.09708,86.50306748,34.78674,38.22485,25.42418,,,35.36905,-0.00014,,,-86.84636,-0.002122492
5/25/15 1:00:00 PM -07:00,1.09708,1.0985,1.09687,1.09849,-94.39252336,37.2792,36.96654,34.69527,,,35.29514,0.00141,,,-9.09104,-0.001925463
5/25/15 2:00:00 PM -07:00,1.0985,1.09852,1.09745,1.09749,55.84415584,35.14429,35.78113,36.53584,,,34.24525,-0.001,,,-18.23755,-0.001828929
5/25/15 3:00:00 PM -07:00,1.09748,1.09823,1.09746,1.09791,8.888888889,36.86869,34.6804,42.19405,,,34.89972,0.00042,,,-7.523081,-0.001698943
5/25/15 4:00:00 PM -07:00,1.09792,1.0981,1.09765,1.09796,-20.51282051,37.1523,33.65829,45.60266,,,36.8904,5.00E-05,,,3.423072,-0.001573756
5/25/15 5:00:00 PM -07:00,1.09798,1.0981,1.09732,1.09782,32.78688525,37.31931,32.93085,49.17276,,,41.64012,-0.00014,,,4.576592,-0.001468905
5/25/15 6:00:00 PM -07:00,1.09779,1.09815,1.09754,1.09799,-31.11111111,37.50244,32.19959,52.28026,,,45.15712,0.00017,,,52.66172,-0.001356456
5/25/15 7:00:00 PM -07:00,1.098,1.09807,1.09762,1.09786,-77.09923664,37.27368,31.52056,46.18882,,,47.08771,-0.00013,,,29.4464,-0.001263272
5/25/15 8:00:00 PM -07:00,1.09787,1.09802,1.09671,1.09686,-68.78453039,35.43942,31.53973,33.82288,,,45.41348,-0.001,,,-151.3513,-0.001255634
5/25/15 9:00:00 PM -07:00,1.09687,1.09711,1.09349,1.09438,-28.04232804,32.93881,33.06572,22.66486,,,40.82592,-0.00248,,,-345.688,-0.001433179
5/25/15 10:00:00 PM -07:00,1.09437,1.09501,1.09312,1.09384,59.29648241,31.47346,34.60682,12.13744,,,33.41885,-0.00054,,,-270.3987,-0.001599026
5/25/15 11:00:00 PM -07:00,1.09384,1.09555,1.09356,1.09502,-52.89855072,31.31767,35.43257,21.8242,,,27.32764,0.00118,,,-146.2906,-0.001616606
5/25/15 11:59:00 PM -07:00,1.09501,1.0951,1.09372,1.09428,20,30.92484,36.19934,23.33385,,,22.75665,-0.00074,,,-124.3381,-0.001670992
5/26/15 12:00:00 AM -07:00,1.09427,1.0943,1.09425,1.09428,-50.3875969,31.28797,36.91133,26.04988,,,21.20205,0,,,-101.8408,-0.001694559
5/26/15 1:00:00 AM -07:00,1.09429,1.09488,1.09359,1.09364,-30,30.1685,37.86932,17.71311,,,20.21169,-0.00064,,,-92.2173,-0.001744769
5/26/15 2:00:00 AM -07:00,1.09364,1.094,1.0928,1.09328,-79.33579336,28.99059,39.08006,13.5428,,,20.49277,-0.00036,,,-100.4211,-0.001792943
5/26/15 3:00:00 AM -07:00,1.09328,1.094,1.08858,1.08898,32.996633,25.93521,41.30932,7.775287,,,17.68298,-0.0043,,,-170.4086,-0.002153273
5/26/15 4:00:00 AM -07:00,1.089,1.09149,1.08852,1.08998,-41.5,26.01439,43.39041,9.43684,,,14.90358,0.001,,,-163.0781,-0.002331269
5/26/15 5:00:00 AM -07:00,1.08999,1.09064,1.08864,1.08916,89.63963964,22.48655,45.32285,8.680144,,,11.42964,-0.00082,,,-155.1114,-0.002509574
5/26/15 6:00:00 AM -07:00,1.08915,1.0913,1.08908,1.09114,-23.23232323,25.50942,46.35767,16.48009,,,11.18303,0.00198,,,-101.5358,-0.002462718
5/26/15 7:00:00 AM -07:00,1.09114,1.09139,1.08941,1.09068,95.35714286,26.34227,47.21495,19.80825,,,12.43612,-0.00046,,,-84.39454,-0.002434639
5/26/15 8:00:00 AM -07:00,1.09068,1.09336,1.09056,1.09335,-50.99818512,34.94874,46.01712,40.4769,,,18.97644,0.00267,,,-15.43472,-0.0021719
